0038DC	00	66	ついゾ゛き<F1>む<EB>アゾゾかぼどさ<F1>アかイとイ<9C>コつパスワードをにゅうりょくしてください<9C>コさパスワードがちがいます<9C>コこにゅうりょくせ	rb<CD><7F>g<F1><21><EB><38><CD><CD>f<C3><BE>k<F1><38>f<39>t<39><9C><41>renter password    <9C><41>k<DD><44><63><6F><D2><B0>q<B0>b<1F>m<9C><41>jv<31>c<28><32>hn	02
003CCF	00	41	ポデザ<F5>むべぼラもマゾがこ２ろ３<F1>ぼ<8A>こカブネキうゲ９ちケケゾぽこネむ<E2>ぼゾふさェ	<E1><D1><C9><F5><21><C2><C3><5E><23><56><CD><B0>j2<2B>3<F1><C3><8A>j<3D><D5><4F><3E><21><C7>9q<40><40><CD><DC>j<4F><21><E2><C3><CD><1C>k<36>	FE
003E2D	00	61	ニポれ<E5>ズクョゾィおニポれ<93>れ<9A>！<99>クデぶザ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　	<4D><E1><2A><E5><CB><3F><69><CD><6B>e<4D><E1><2A><93><2A><9A>!<99><3F><D1><C1><C9>  <38>d<3C><44><3C> <40><40>8<44><44><44>8   <38><40><40><40><38> dd<3C><44><44><44><3C>   <38><44><7C><40><38>	00
003E53	00	55	　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　	  <38><40><40><40><38> dd<3C><44><44><44><3C>   <38><44><7C><40><38> x<20><20>8<20><20><20>   <3C><44><3C>d<38> <40><40>8<44><44><44><44> p <30>ppp<38>	00
003E73	00	71	　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　	  <3C><44><3C>d<38> <40><40>8<44><44><44><44> p <30>ppp<38> h xhh<48><30> <40><48><50><60><50><48><44> <30>ppppp<38>   <68><54><54><54><54>   8<44><44><44><44>   <38><44><44><44><38>	00
003EA5	00	53	　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　	<68><54><54><54><54>   8<44><44><44><44>   <38><44><44><44><38>   8<44>8<40><40>   <3C><44><3C>dd   <58><64><40><40><40>   <3C><40><38>d8	00
003EC3	00	55	　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　	  <3C><44><3C>dd   <58><64><40><40><40>   <3C><40><38>d8 <20><20>8<20><20><24>x   <44><44><44><44><3C>   <44><44><44><28>p   <54><54><54><54><28>	00
003EE5	00	53	　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　	<44><44><44><44><3C>   <44><44><44><28>p   <54><54><54><54><28>   <44><28>p<28><44>   <44><44><3C>d<38>   <7C>hp<20><7C> <CD>ng<F5><C5><D5><E5>	00
003F02	00	65	　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ソクマ	   <44><44><3C>d<38>   <7C>hp<20><7C> <CD>ng<F5><C5><D5><E5><21>p<90>q<43><3E>a<D0> <CD><2A>g<E1><D1><C1><F1><C9>                     <46><3F><56>	3F
005A8C	01	50	キえむズラゾグく<F0><9B>ズ<E7>ペ<9B>ザキケゾピたむ　<90>ゾれきザゾネ０ゾ<E8>７ゾ９０ゾマ０ゾ<E8>７ゾ！０ザゾネ０ゾ	<3E>d<21><CB><5E><CD><C6>h<F0><9B><CB><E7><E0><9B><C9><3E><40><CD><DE>p<21> <90><CD><61> <C9><CD><4F>0<CD><E8>7<CD>90<CD><56>0<CD><E8>7<CD>!0<C9><CD><4F>0<CD>	04
007A55	01	29	だいたいのことがおわかりなら<FD>なぜここをはなれなかったので	if u get most <FD>why not leave 	FD
007A82	01	24	こうれいでしきがちかい<FD>そっととどまっているしか	old n dying<FD>just stay   	FD
007AA0	01	8	それほどまでとは	that far	FE
007AB0	01	7	ちきゅうのかた	earthmn	FE
007B12	01	10	こっちにむかってくる	coming now	FB
007B33	01	14	もっていることにきづいている	hes noticed us	FB
007B74	01	14	きさまらとはできがちがうんだ	im not like u 	FE
007B9A	01	23	ボールをかくしたのは<FE>さいごのボールがあるのは	who hid db<FE>last db is  	FE
007C5F	01	14	えたいのしれぬおおきなちから	huge odd power	FD
007C95	01	11	なにものかがこのほしに	someone on 	FD
007CDD	01	8	おれからうばった	stole it	FD
007D04	01	7	ルをもっている	has db 	FB
007D15	01	7	もっているのは	who has	FD
007D43	01	14	ギニューとくせんたいってのは	ginyu force is	FD
007D8E	01	14	たしかにじゃあくなだいパワー	big evil power	FD
007DA6	01	10	まにあわなくなっても	if late   	FD
007DCB	01	13	やっととうちゃくしましたね	finally here 	FD
007E2D	01	13	こんかいのしめいをおおしえ	the mission  	FD
007E40	01	27	うらぎりもののベジータを<FD>しなないていどにいためつけて	the traitor <FD>hurt not kill 	FD
007E76	01	18	どこにかくしたのか<FD>はかせたいのです	where hid<FD>make him	FE
007EDB	01	13	バカでかいきをもったやつが	guy w huge ki	FD
007EFC	01	12	すぐちかくのでっかいきが	huge ki near	FD
007F25	01	14	りょくにもたえたしゅぎょうの	training done 	FD
00847B	02	31	ゾ<8E>きちつベむあ<99>ゾ<ED>ふぼ<EA>ケキケゾピたむ　<90>ぼれき<FA><F3>ブ<E6>う	<CD><8E>gqr<D6><21>a<99><CD><ED><1C><C3><EA><40><3E><40><CD><DE>p<21> <90><C3><61> <FA><F3><D5><E6>c	FE
00C029	03	76	！<A9>！<A9>！<A9>！<A9>！<A9>！ヤ？ぢィ　　　　　　　　かクリリン　　ごはん　　　ベジータ　　ピッコロ　　ごくう　　　ごくう２　　フリーザ１　フリーザ２　フリーザ	!<A9>!<A9>!<A9>!<A9>!<A9>!<5B>?<BB><6B>        fkrilingohan vegetapicologoku  goku2 friez1friez2frie	73
00C05D	03	59	　　ごくう２　　フリーザ１　フリーザ２　フリーザ３　フリーザ４　キュイ　　　ドドリア　　ザーボン１　ザーボン２　ギニュ	  goku2 friez1friez2friez3friez4cui   dodriazarbn1zarbn2gin	6F
00C080	03	102	　　　ドドリア　　ザーボン１　ザーボン２　ギニュー　　バータ　　　リクーム　　ジース　　　グルド　　　ナップル　　アプール　　ラーズベリ　バナン　　　スーイ　　　ブルマ　　　かめせんにんヤジロベー　ナメッ	   dodriazarbn1zarbn2ginyu burterrecoomjeice guldo nappleappulerasberbanan sui   bulma roshi yajironam	3F
00C0CE	03	57	　　　ブルマ　　　かめせんにんヤジロベー　ナメック１　ナメック２　ボールもち　ザコとくべつ７サ<98>サげサゾサ<E2>サ<F4>サ	   bulma roshi yajironamek1namek2holdergrunt 7<42><98><42><B3><42><CD><42><E2><42><F4><42>	FF
00C25F	03	27	もヒ<81>ヒ<A2>ヒ<A6>ヒざヒプヒ<E6>ヒ<EB>ヒかフわフォフキフここ…	<23><52><81><52><A2><52><A6><52><B5><52><DF><52><E6><52><EB><52>f<53><2C><53><37><53><3E><53>hm.	FD
00C27B	03	32	ピッコロさんにしゅぎょうを<FD>してもらったところににている<FE>ああ…	we trained w <FD>picc here huh <FE>ya.	FD
00C29C	03	28	サイヤじんとさいしょに<FD>たたかったところだろ<FE>みてよっ！	1st fought <FD>saiyans.  <FE>look!	FD
00C2B9	03	19	ドラゴンボールのはんのうが<FD>あるわ！！	a db signal  <FD>here!	FE
00C2CD	03	20	ほんとだっ<FD>ヒャホヒャホ　ヒャホーッ！！	true!<FD>hyaho hyahooo!	FE
00C2E2	03	17	クリリンさん<FD>あっちにつよいきが…	kril! <FD>strong ki.	FE
00C2F4	03	10	き？<FD>…ほんとだ…！	ki<FD>really!	FE
00C2FF	03	85	それナメックせいじんよ<FE>で…でも…<FE>ちょっとじゃあくなかんじの<FD>きだよね…<FE>だいじょうぶだってば<FE>そうですよね！<FE>さあ<FD>そのナメックせいじんさんに<FD>おあいしましょ<FE>へ！？	a namekian <FE>b.but<FE>an evil ki   <FD>huh. <FE>its ok!   <FE>right! <FE>so<FD>lets go meet <FD>him now<FE>eh?	FE
00C355	03	36	…あれ…どこかで<FD>み…たことが<FE>サイヤじんの<FD>うちゅうせんだーっ！！！！	ive seen<FD>this. <FE>its a <FD>saiyan ship!!	FE
00C37A	03	85	やっぱりーっ！！！<FE>フリーザめ…<FD>ドラゴンボールは<FD>ぜったいにわたさんぞ…！<FE>ザーボンとドドリアもつれて<FD>きてやがるのか…！<FE>なんとしてもうまく<FD>ドラゴンボールをうばって	i knew it<FE>freeza<FD>wont get<FD>the dbs ever<FE>zarbon dodria<FD>too huh! <FE>i will   <FD>take the dbs	FB
00C3D0	03	24	えいえんのいのちを<FD>てにいれねば…<FE>ありました！	and live <FD>4ever. <FE>found!	FD
00C3E9	03	7	フリーザさま！	freeza!	FE
00C3F1	03	49	これであと３つになりましたね<FB>たいせつに　もってなさい<FD>ベジータがねらっているらしい<FD>ですからね…	3 left now.   <FB>keep it safe<FD>vegetas after <FD>them..	FE
00C423	03	152	すこしまえにあらわれた<FD>ふたつのおおきなパワー<FD>はんのうのあったちてんは<FB>さぐらせておきますので<FD>まもなくしょうたいが<FD>つかめるでしょう<FE>どうってことないでしょう<FD>ザーボンさん<FB>もんだいは<FD>わたしにさからったベジータの<FD>しまつです…<FE>そのけんは<FD>キュイがベジータの<FD>しまつにむかうはずです<FE>ベジータだ…！	appeared b4<FD>2 huge kis <FD>signal point<FB>ill look   <FD>soon well <FD>know it <FE>no big deal <FD>zarbon<FB>issue<FD>is vegeta who <FD>defied<FE>cui  <FD>is off to<FD>kill vegeta<FE>vegeta!	FD
00C4BC	03	14	ごはんっ！けはいをけせっ！！	gohan hide ki!	FD
00C4CB	03	15	さとられるぞ！！<FE>は　はいっ！	hell see<FE>y yes!	FE
00C4DB	03	10	ど…どうすんの…！？	what now!?	FE
00C4E6	03	157	ブルマさん<FD>ちきゅうにこのことを<FD>れんらくしたらひとりだけで<FD>ちきゅうにかえってください<FB>オレたちはここにのこって<FD>ドラゴンボールを<FD>さがしてみます<FE>わかったわ！<FD>とりあえずこのことだけ<FD>れんらくする…！<FE>おおブルマか！<FD>ふむ　なっなんじゃと！？<FD>そっそれで…！？　…うむ…<FE>だからそんくんにつたえて<FD>きこえる？！	bulma<FD>tell earth<FD>then go back <FD>alone please <FB>we stay here<FD>n look 4<FD>the dbs<FE>got it<FD>ill report <FD>this now<FE>bulma! <FD>hm. what!?  <FD>then what.hm <FE>so tell goku<FD>hear?!	FD
00C584	03	8	たのんだわよ！！	please!!	FE
00C58D	03	4	いっ！？	eh!?	FE
00C592	03	35	そ…そんな！？<FE>ちょ…ちょっと…<FD>な　なんで<FD>またあれがくるわけ…！？	n.no!? <FE>w.wait. <FD>why  <FD>is it back!?	FE
00C5B6	03	25	き…ききたいのはこっちですよ<FE>にがさんぞベジータ！	im asking u!  <FE>no escape!	FD
00C5D0	03	25	このキュイさまがかたづけて<FD>やる…！<FE>やばいわよ！	cui will end <FD>u!! <FE>uh oh!	FD
00C5EA	03	60	ぜったいにやばいわよ！<FE>サイヤじん<FD>もういないはずだよな…<FE>じゃ　じゃあわたしは<FD>ちきゅうにかえるわ！<FD>がんばってね！！	real bad!! <FE>saiya<FD>none left. <FE>th.then i <FD>fly home! <FD>luck!!  	FE
00C62A	03	14	クリリンさん<FD>だれかきます！	kril! <FD>coming!	FE
00C639	03	3	へ！？	eh?	FE
00C63D	03	7	サイヤじん！？	saiya!?	FE
00C645	03	40	ベジータじゃない…<FD>もっとよわいきだ！<FE>ナメックせいじんかしら！？<FE>あいつらか…	not him. <FD>weak ki! <FE>a namekian!? <FE>them..	FD
00C66E	03	25	ナメックせいじんじゃねえ<FD>みてえだぜ…なにもんだ？	not namekian<FD>what r they?	FE
00C688	03	33	とにかく<FD>このほしにいるやつら<FD>みなごろしにしろってめいれい<FD>だ！	well<FD>orders r 2<FD>kill everyone <FD>!!	FE
00C6AA	03	20	とりあえず<FD>うちゅうせんをやれ<FE>よーし！	1st  <FD>the ship!<FE>ok!!	FE
00C6C2	03	42	うっうちゅうせんがっ！！！<FE>ごはんきをかいほうしろ…！<FD>こいつらたいしたやつじゃない	a.a ship!!!  <FE>gohan unleash<FD>theyre weak!  	FE
00C6F0	03	32	へーい！<FD>ナイス<FD>ナイス！<FE>も　もうダメよ…<FD>もうおしまいだわ…	heyy<FD>yes<FD>nice<FE>its over<FD>all done.	FE
00C711	03	17	とりあえず<FD>ここをはなれましょう…	lets <FD>leave here.	FE
00C723	03	24	も…もうにどとちきゅうには<FD>もどれないのよーっ！	we cant go   <FD>home ever!	FE
00C73C	03	38	きっとナメックせいじんさんが<FD>うちゅうせん<FD>なおしてくれますよ…<FE>いいわね…	the namekians <FD>will  <FD>fix it... <FE>nice.	FD
00C763	03	8	らっかんてきで…	hopeful.	FE
00C773	03	45	やっとライバルどうし<FD>けっちゃくをつけるときが<FD>やってきたようだな…<FE>ライバルどうしだと？	at last we<FD>rivals end  <FD>this now. <FE>rivals?   	FE
00C7A1	03	6	くっくっく…	heh...	FD
00C7A8	03	92	いいものをみせてやろう<FD>おれがちきゅうでまなんだ…<FE>にげあしのはやさをか？<FE>せんとうりょくの<FD>コントロールをだっ！！！<FE>スカウターでオレの<FD>せんとうりょくすうちを<FD>よーくみてみやがれ！	ill show u <FD>what i learnd<FE>how 2 run? <FE>power lv<FD>control!!!  <FE>scan me  <FD>power level<FD>look good!	FE
00C80A	03	8	バ…バカな…！！	n.no...!	FE
00C81C	03	104	ま…まさか…！<FD>ベジータのせんとうりょくは<FD>１８０００がやっとのはず…<FE>おどろくことはないでしょう<FD>ベジータはたえずさいぜんせん<FD>でたたかってきたわけですし…<FE>ま　まてよベジータ！<FD>いいことをおもいついたぜ！	it cant<FD>vegetas power<FD>was 18000 max<FE>no surprise. <FD>vegeta always <FD>fought hard.  <FE>w wait!!  <FD>i got a idea!	FB
00C885	03	56	オ　オレとくみゃザーボンと<FD>ドドリアぐらいなんとかなると<FD>おもうぜ…！<FE>くだらんウソをベラベラと<FD>いいやがって…	team up w me <FD>n we can beat <FD>them! <FE>stupid lies <FD>u tell.	FD
00C8BE	03	28	とことんむかつくヤローだぜ…<FE>ウ…ウソじゃねえって……！	so annoying.  <FE>not a lie!!  	FD
00C8DB	03	4	あっ！！	ah!!	FD
00C8E0	03	15	フリーザさまだ！！<FE>なにっ！？	friez!!  <FE>what?	FE
00C8F0	03	76	あまくみやがって<FD>せんとうりょくが<FD>あがったということは<FB>スピードもあがったってことだ<FD>いくぞっ！！！<FE>スカウターでオレのこうどうは<FD>つつぬけだからな…	dont u  <FD>if power<FD>went up...<FB>so did speed! <FD>here i <FE>he reads me   <FD>with that	FD
00C93D	03	46	うかつにはちかづけん<FB>しかしドラゴンボールは７つ<FD>あつめんとこうかがないとか<FD>いっていたな…	cant rush.<FB>but all 7 dbs<FD>r needed they<FD>said...	FE
00C96C	03	3	よし…	ok.	FD
00C970	03	53	オレがひとつだけさがしだして<FD>おこう<FB>それでとりあえずはフリーザが<FD>ふじみになることはない<FE>ベ…ベジータの	ill find one  <FD>now<FB>so freeza wont<FD>live 4ever <FE>vegetas	FD
00C9A6	03	23	２４０００…てえかずは<FD>やっぱりホンモノだぜ…	24000 is   <FD>for real...	FB
00C9BE	03	92	…キュイのやつを<FD>や…やりやがった<FE>どうってことないでしょう<FE>フリーザさま<FD>あちらのほうこうに<FD>ナメックせいじんのはんのうが<FE>そうですか<FD>それでは５つめのボールを<FD>もらいにいきましょう	he beat <FD>cui...!!<FE>no big deal <FE>freeza<FD>that way <FD>a namek signal<FE>i see<FD>lets go get <FD>ball five!	FE
00CA1F	03	28	ブルマさん<FD>ここがいいですよ！<FE>…こ…こんなところ…！？	bulma<FD>here!    <FE>w.what.here?	FE
00CA3C	03	32	クリリンさんむこうにきを<FD>かんじませんか！？<FE>え？<FD>ほんとだ…！	kril feel a <FD>ki over?!<FE>eh<FD>true.!	FE
00CA5D	03	23	さっきのれんちゅうとは<FD>ちがうかんじのきだね…	not like   <FD>last bunch.	FE
00CA75	03	61	こんどこそナメックせいじん<FD>かも…<FE>そうですね<FE>おなじようなきが<FD>あっちにもたくさん<FD>ナメックせいじんだよぜったい<FE>ん！？	maybe namek  <FD>now<FE>right<FE>same ki <FD>lots more<FD>namekians!    <FE>hm?	FE
00CAB3	03	7	かくれろ！！！	hide!!!	FD
00CABB	03	86	べつのあやしいきが<FD>ちかづいてくる！！！！<FE>オ…オレたちのこと<FD>バレたのかな…？<FE>いつも　おもうけどあんたたち<FD>よくそういうのわかるわね…！<FE>きたっ！<FE>ご…ごはんみたか…？	odd ki   <FD>coming near<FE>seen us? <FD>maybe?  <FE>u guys always <FD>sense that!   <FE>here<FE>gohan saw?	FE
00CB19	03	108	まえから２ばんめにとんでた<FD>へんなやつ<FE>みました…<FD>も…ものすごい<FD>ちからをかんじました…<FE>ベジータより　もっと…もっと<FD>とんでもないかもしれない<FB>ほかにもすげえのがいたけど<FD>あっあいつはケタちがいだった<FE>ね…ねえ！	the 2nd one  <FD>flyin<FE>i saw<FD>it was <FD>so strong. <FE>stronger than <FD>vegeta more <FB>others big 2 <FD>he was huge!  <FE>hey!!	FD
00CB86	03	3	これ…	uh.	FE
00CB8A	03	34	いまのれんちゅう<FD>ここのドラゴンボールに<FD>まっすぐむかっているわ…！	they go <FD>straight 2 <FD>our db here! 	FB
00CBAD	03	98	さっきクリリンさんが<FD>こんどこそナメックせいじん<FD>かもっていっていた<FB>きをかんじたところだ…<FE>オレ…いってようすをみてくる<FD>さっきのやつらとはちがう<FD>かんじのきをかんじたところに<FE>ボクもいきます！	kril just <FD>said maybe   <FD>a namek  <FB>i felt ki. <FE>ill go check  <FD>feels new   <FD>not like b4   <FE>me too!!	FE
00CC10	03	78	わかったわ　きをつけてよ！<FE>そうだ　ちきゅうにれんらく<FD>しなくちゃ<FE>ちきゅうでにゅういんをつづけている<FD>ごくうは<FE>しっかし　たいくつだなあ<FE>どうじゃごくう…	ok! careful! <FE>right. gotta <FD>call.<FE>still in hospital<FD>goku<FE>so boring...<FE>so goku.	FB
00CC5F	03	69	じつは２じかんほどまえに<FD>ブルマたちかられんらくが<FD>きたんじゃ<FE>ぶじナメックせいについたか<FE>たしかにぶじ<FD>ナメックせいについた…<FD>しかし…	2 hrs ago   <FD>a call from <FD>bulma<FE>safe on namek<FE>safe  <FD>on namek   <FD>but.	FB
00CCA5	03	90	ベジータというサイヤじん…<FD>なんとやつもやってきたらしい<FD>のじゃ…！<FE>ベジータ！<FD>あいつが！？<FE>しかも　なかまがおって<FD>そやつらにうちゅうせんを<FD>こわされてしまったらしい…<FE>よう！	saiyan vegeta<FD>came there too<FD>seems<FE>its  <FD>vegeta<FE>he has help<FD>they wrecked<FD>the ship.    <FE>yo!	FD
00CD00	03	6	いきてたか？	alive?	FE
00CD07	03	52	カリンさまがよ<FD>できあがったせんず７つぶ<FD>ぜんぶもってけってよ！<FE>やったグッドタイミングって<FD>やつだ！！	korin  <FD>made 7 senzu<FD>take em all<FE>good timing!!<FD>yess!	FD
00CD3C	03	12	はやく　くわせてくれっ！	feed me now!	FE
00CD49	03	3	ほらよ	yo!	FE
00CD52	03	17	オラ<FD>ナメックせいにいってくる！！	me<FD>off to namek!!	FE
00CD64	03	159	ナ…ナメックせいに…って<FD>どうやっていくつもりじゃ！？<FE>へっへー<FD>ブルマのとうちゃんにたのんで<FD>ずっとまえに<FD>オラじしんがのってきた<FB>うちゅうせんを<FD>なおしてかいぞうしてもらった<FB>そいつなら６かでナメックせい<FD>までいけるんだってよ！<FD>じゃ　たすけにいく！！<FE>クリリンくん<FE>それもしかしてドラゴンボール<FE>へっへーあたり！	2 namek. how<FD>how will u go <FE>heh <FD>bulmas dad    <FD>fixed <FD>ship i rode<FB>before <FD>n upgraded it <FB>6 days 2 namek<FD>in it!     <FD>im going!! <FE>kril  <FE>is that a db? <FE>heh yep!	FE
00CE04	03	23	ほんばのドラゴンボールって<FD>でっかいのねーっ！	namek dbs r  <FD>so big!! 	FE
00CE1E	03	3	きだ！	ki!	FD
00CE22	03	12	ここにむかっている！！！	coming here!	FE
00CE37	03	11	な…なんてことだ…！！	oh no way.!	FD
00CE43	03	72	あいつのきに<FD>きづかなかったなんて…<FE>いがいなところであったな<FE>そのだいじそうにもっている<FD>ドラゴンボールをみると…<FD>もくてきはおなじらしいな…	never <FD>felt his ki<FE>odd place.  <FE>that db u got<FD>so tightly. <FD>same goal huh	FE
00CE91	03	27	いいかオレにはそのボールを<FD>もらうまえにすることがある	listen i got <FD>stuff 2 do   	FE
00CEB1	03	90	きたな…<FD>つけてきたのはおみとおしだ！<FD>ザーボン！！<FE>さっさいあくだ<FE>ずいぶんなめたマネを<FD>してくれたなベジータ…<FB>ドラゴンボールのかくしばしょ<FD>をしゃべってもらうぞ<FE>やってみろよ	here<FD>i knew u came <FD>zarbon<FE>worst! <FE>some nerve<FD>vegeta...  <FB>tell me where <FD>the dbs r <FE>try it	FE
00CF0C	03	6	くっくっく…	heh...	FD
00CF13	03	7	こりんやつめ…	tough 1	FE
00CF1F	03	91	おとなしくそのボールをよこす<FD>きはあるのか？<FE>こいつをわたせば<FD>お…おとなしくここからきえて<FD>くれるか…！？<FE>まあいいだろう<FD>ザコなどとあそんでいても<FD>いみはない<FE>ほ…ほんとだな…！	will u hand   <FD>over?  <FE>if i do <FD>will u leave  <FD>alone? <FE>fine   <FD>no point in <FD>games<FE>really.!?	FE
00CF85	03	37	ブルマさーん<FD>おれたちですよー！<FE>あなのおくはけっこう<FD>ひろかったんですね	bulma!<FD>its us!! <FE>cave is   <FD>big in   	FE
00CFAB	03	16	あっ<FD>カプセルハウスがたててある	ah<FD>capsule house	FE
00CFBF	03	18	なにのんびりしてたのよ<FD>あんたたち！	took time  <FD>u two!	FE
00CFD2	03	3	はは…	ha.	FD
00CFD6	03	72	のんびりだって…<FE>とりあえずなかにはいって<FE>さっきとうさんかられんらくが<FD>あって<FB>そんくんがここにむかって<FD>とびたったんだって！<FE>やったあーっ！	time.   <FE>get inside  <FE>dad just calld<FD>now<FB>goku left   <FD>4 here!!  <FE>yesss!!	FE
00D01F	03	7	きゃっほーっ！	yahoo!!	FD
00D027	03	52	いいぞ！<FD>きぼうがでてきやがった！！！<FE>ところでそのこがたのピッコロ<FD>みたいなこは？<FD>ナメックせいじん？	nice<FD>we got hope!  <FE>so who is that<FD>lil kid<FD>namekian?	FE
00D05C	03	36	ねえキミなんてなまえなの？<FE>デンデ<FD>あ…あの…あなたたちは？<FE>おれたちは	hey ur name? <FE>dnd<FD>um.who r u? <FE>we r 	FE
00D087	03	27	クリリンさんこっこれは…！！<FE>なによっ<FD>きゅうにっ！！	kril this is  <FE>what<FD>sudden!	FE
00D0A3	03	21	あっちのほうで<FD>きがつぎつぎにへっていく…	yonder <FD>kis vanishing	FE
00D0BD	03	58	ま…またナメックせいじんが<FD>ころされている…！<FE>ころしているのはベジータだ！<FE>なんてひどいれんちゅうなの<FE>これじゃあ	namekians r  <FD>dying..! <FE>vegeta kills! <FE>how awful    <FE>so we	FD
00D0F8	03	11	うかつにうごけないぞ…	cant move..	FE
00D104	03	42	このままじゃ<FD>すべてのナメックせいじんを<FD>ころすまでさがしつづけます…<FE>そ…そんな…	so    <FD>hell hunt all<FD>namekians dead<FE>n.no..	FE
00D12F	03	12	どうころんでもさいあくだ	worst case  	FE
00D141	03	3	ん！？	hm?	FD
00D145	03	107	どうしたの？<FE>あ　あなたたちのことをおしえ<FD>てください…！<FE>クリリンはそれまでの<FD>いきさつをはなした<FE>そういうことだったんですか…<FD>やっとあなたたちのなぞがとけ<FD>ました…<FE>おねがいします<FD>ボクについてきてください！	what? <FE>tell me who ur<FD>please <FE>kril told <FD>the story<FE>so that is it <FD>now i get it  <FD>all <FE>please <FD>come with me!	FB
00D1B1	03	102	さいちょうろうのところに<FD>あんないします！！<FE>さいちょうろう…！？<FE>むかしのいじょうきしょうで<FD>たったひとりだけいきのこって<FB>ナメックせいにいるみんなを<FD>うんでくれたひとです<FE>どうしてそのさいちょうろうの	to the elder<FD>ill guide<FE>elder.!?  <FE>long ago he  <FD>only he lived <FB>he made all  <FD>on namek  <FE>why go to the 	FD
00D218	03	10	ところへいくんだ！？	the elder?	FE
00D223	03	126	ぼくのむらをおそったやつ<FD>ドラゴンボールを４つもってた<FB>それから<FD>あっちでひとがたくさん<FD>ころされているんでしょ？<FB>だとしたら<FD>このほしにはもうほとんどナメ<FD>ックせいじんはのこっていない<FE>そ…そうか<FD>さいごのいっこをもっているの<FD>がさいちょうろうさんか	who hit my  <FD>village had 4 <FB>then<FD>many people<FD>died there  <FB>so   <FD>few nameks r  <FD>left on namek <FE>i see<FD>the elder has <FD>the last 1 	FE
